id,reference,source,apercu_200_caracteres,statut
4368,Article 258,Code Général des Impôts 2026,"Article 258.- Contrôle et contentieux
Les modalités de contrôle, de contentieux, de prescription et de
recouvrement des droits de timbre sont les mêmes qu’en matière de droits
d’enregistrement.
Toutefois, le contrôle et ",a_verifier
4369,Article 259,Code Général des Impôts 2026,"Article 259.- Véhicules imposables1871
Sont soumis à la taxe spéciale annuelle sur les véhicules, les véhicules
automobiles, circulant sur la voie publique sans être liés à une voie ferrée
et servant au transport de pers",a_verifier
4370,Article 260,Code Général des Impôts 2026,"Article 260.- Exonérations
Sont exonérés de la taxe :
1°- les véhicules destinés au transport en commun des personnes
dont le poids total en charge ou le poids total maximum en charge tracté
est inférieur ou égal à 3.000",a_verifier
4371,Article 260 bis,Code Général des Impôts 2026,"Article 260 bis.- Exonérations temporaires1885
Sont exonérés de la taxe, les véhicules dont le poids total en charge ou le
poids total maximum en charge tracté est supérieur à 3.000 kilos, en état
d'arrêt pour une périod",a_verifier
4372,Article 261,Code Général des Impôts 2026,"Article 261.- Délai d’imposition
I.1886- La période d’imposition s’étend du 1er janvier au 31 décembre de
chaque année et la taxe doit être payée au mois de janvier de chaque
année d’imposition, sous peine des sanctions ",a_verifier
4373,Article 262,Code Général des Impôts 2026,"Article 262.- Tarif
Le tarif de la taxe est fixé comme indiqué ci-après :
I.-A- Pour les véhicules dont le poids total en charge ou le poids total
maximum en charge tracté est inférieur ou égal à 3.000 kilos 1892 ainsi q",a_verifier
4374,Article 263,Code Général des Impôts 2026,"Article 263.- Obligations des propriétaires des véhicules
Aucune mutation de véhicule passible de la taxe spéciale annuelle sur les
véhicules1900 ne pourra être effectuée au nom du cessionnaire, s’il n’est
justifié, au p",a_verifier
4375,Article 264,Code Général des Impôts 2026,"Article 264.- Obligations des agents de la sûreté nationale1903
Les agents de la sûreté nationale1904 doivent s'assurer que tout véhicule
quittant le territoire national a acquitté la taxe spéciale annuelle sur les
véhic",a_verifier
4376,Article 265,Code Général des Impôts 2026,"Article 265.- Agents compétents pour constater les infractions
Sont spécialement chargés de constater les infractions au présent titre,
les agents de l’administration fiscale dûment commissionnés.
Les insuffisances total",a_verifier
4377,Article 266,Code Général des Impôts 2026,"Article 266.- Modalités d’application
Le paiement de la taxe est constaté au moyen de la délivrance d’une
quittance1909 selon les modalités fixées par voie réglementaire.
1903 Article 8 de la loi de finances n° 70-15 pou",a_verifier
4378,Article 267,Code Général des Impôts 2026,"Article 267.- Personnes imposables
Il est institué, une contribution sociale de solidarité sur les bénéfices et
les revenus mise à la charge :
- des sociétés telles que définies à l’article 2-III ci-dessus, à
l’exclusion",a_verifier
4379,Article 268,Code Général des Impôts 2026,"Article 268.- Liquidation
Pour les sociétés, la contribution précitée est calculée sur la base du même
montant du bénéfice net1911 servant pour le calcul de l'impôt sur les
sociétés et qui est égal ou supérieur à un mill",a_verifier
4380,Article 269,Code Général des Impôts 2026,"Article 269.- Taux
La contribution précitée est calculée selon les taux proportionnels ci-
après:
Montant du bénéfice ou du revenu soumis Taux de la
à la contribution (en dirhams) contribution
D’un million à moins de 5 m",a_verifier
4381,Article 270,Code Général des Impôts 2026,"Article 270.- Obligations de déclaration
Les sociétés visées à l’article 267 ci-dessus doivent souscrire une
déclaration, par procédé électronique, selon un modèle établi par
l’administration, précisant le montant du bén",a_verifier
4382,Article 271,Code Général des Impôts 2026,"Article 271.- Obligations de versement
Les sociétés et les personnes physiques visées à l’article 267 ci-dessus
doivent verser spontanément le montant de la contribution, en même
temps que la déclaration visée à l’articl",a_verifier
4383,Article 272,Code Général des Impôts 2026,"Article 272.-Recouvrement, contrôle, contentieux, sanctions et
prescription
Les dispositions relatives au recouvrement, au contrôle, au contentieux,
aux sanctions et à la prescription, prévues dans le présent code en mat",a_verifier
4384,Article 273,Code Général des Impôts 2026,"Article 273.- Durée d’application
La contribution sociale de solidarité sur les bénéfices et les revenus
s’applique au titre des années 2022 à 20281914.
1914 Articles 6 et 7 des lois de finances respectives n° 50-22 et n",a_verifier
4385,Article 274,Code Général des Impôts 2026,"Article 274.- Personnes imposables
Il est institué une contribution sociale de solidarité sur les livraisons à soi-
même de construction d’habitation personnelle, effectuées par :
1°.-les personnes physiques qui édifient",a_verifier
4386,Article 275,Code Général des Impôts 2026,"Article 275.- Liquidation et tarifs
Le montant de la contribution sociale de solidarité sur les livraisons à soi-
même de construction d’habitation personnelle est déterminé selon un
barème proportionnel fixé, par unité ",a_verifier
4387,Article 276,Code Général des Impôts 2026,"Article 276.-(abrogé)1917
Chapitre III
Obligations",a_verifier
4388,Article 277,Code Général des Impôts 2026,"Article 277.1918- Obligations de déclaration
I.- La déclaration du coût de construction
Les personnes visées à l’article 274 ci-dessus, à l’exception des personnes
physiques qui édifient pour leur compte des construction",a_verifier
4389,Article 278,Code Général des Impôts 2026,"Article 278.- Obligations de versement
Le montant de la contribution sociale de solidarité sur les livraisons à soi-
même de construction d’habitation personnelle doit être versé
spontanément auprès du receveur de l’admi",a_verifier
4390,Article 279,Code Général des Impôts 2026,"Article 279.- Recouvrement, contrôle, contentieux, sanctions et
prescription
Les dispositions relatives au recouvrement, au contrôle, au contentieux,
aux sanctions et à la prescription, prévues dans le présent code
s’app",a_verifier
4391,Article 280,Code Général des Impôts 2026,"Article 280.- Actes assujettis
Les contrats d'assurances passés par les entreprises d'assurances et de
réassurance ainsi que tous actes ayant exclusivement pour objet la
formation, la modification ou la résiliation amiab",a_verifier
4392,Article 281,Code Général des Impôts 2026,"Article 281.- Actes non assujettis
La taxe n'est pas exigible sur :
1°- les contrats d'assurances sur la vie ou de rentes viagères souscrits
par des personnes n'ayant au Maroc ni domicile ni résidence habituelle ;
2°- to",a_verifier
4393,Article 282,Code Général des Impôts 2026,"Article 282.- Exonérations
Sont exonérés de la taxe :
1°- les contrats d’assurances contre les risques résultant d'accidents ou
de maladies survenus par le fait ou à l'occasion du travail, régis par la loi
n° 18-12 relat",a_verifier
4394,Article 283,Code Général des Impôts 2026,"Article 283.- Assiette et liquidation de la taxe sur les contrats
d’assurances
A- La taxe est établie sur le montant des primes, surprimes ou cotisations.
B- La taxe est liquidée, pour chacune des catégories de contrats ",a_verifier
4395,Article 284,Code Général des Impôts 2026,"Article 284.- Tarif de la taxe
Le tarif de la taxe sur les contrats d’assurances est fixé comme suit :
1°- Sont soumises à la taxe, au taux de 7%, les opérations d'assurances
des corps de navires et les opérations d'assu",a_verifier
4396,Article 285,Code Général des Impôts 2026,"Article 285 – Déclaration de liquidation de la taxe sur les contrats
d’assurances
A l’appui du versement prévu à l’article 179-IV-3° ci-dessus, les
redevables de la taxe doivent produire par procédé électronique :
 une ",a_verifier
4397,Article 286,Code Général des Impôts 2026,"Article 286 - Les modalités d'application
Les modalités d'application de la taxe sur les contrats d’assurances,
notamment en ce qui concerne la comptabilité à tenir par les entreprises
d’assurances et de réassurance, les",a_verifier
4398,Article 287,Code Général des Impôts 2026,"Article 287 – Contrôle et contentieux
Les modalités de contrôle et de contentieux de la taxe sur les contrats
d’assurances sont celles prévues par le présent code.
523
CODE GÉNÉRAL DES IMPÔTS
TITRE VI
TAXE AERIENNE POUR ",a_verifier
4399,Article 288,Code Général des Impôts 2026,"Article 288.- Personnes assujetties à la taxe
Il est appliqué une taxe aérienne pour la solidarité et la promotion
touristique sur les billets d’avion, quelle qu’en soit la forme, supportée par
les voyageurs en plus du p",a_verifier
4400,Article 289,Code Général des Impôts 2026,"Article 289.- Exonérations
Sont exonérés du paiement de cette taxe :
1) le personnel dont la présence à bord est directement liée au vol
considéré, notamment les membres de l’équipage responsables du
vol, les agents de s",a_verifier
4401,Article 290,Code Général des Impôts 2026,"Article 290.- Tarif de la taxe
Le tarif de la taxe est fixé à cent (100) dirhams pour les billets de la classe
économique et quatre cents (400) dirhams pour la première classe/classe
affaires.
Chapitre III
Obligations",a_verifier
4402,Article 291,Code Général des Impôts 2026,"Article 291.- Obligations de déclaration et de versement
Les sociétés de transport aérien sont redevables auprès de l’Etat au titre
de cette taxe et sont tenues de la recouvrer auprès de leurs clients et d’en
verser le p",a_verifier
4403,Article 292,Code Général des Impôts 2026,"Article 292.- Recouvrement, contrôle, contentieux, sanctions et
prescription
Les dispositions relatives au recouvrement, au contrôle, au contentieux,
aux sanctions et à la prescription, prévues dans le présent code en ma",a_verifier
4404,Article 293,Code Général des Impôts 2026,"Article 293.- Opérations taxables
Il est appliqué une taxe spéciale sur le ciment produit localement ou à
l'importation.
L’application de la taxe spéciale sur le ciment à l’importation incombe à
l’administration des doua",a_verifier
4405,Article 294,Code Général des Impôts 2026,"Article 294.- Liquidation
La taxe appliquée au ciment produit localement est liquidée par les
entreprises de production du ciment sur la base des quantités de ciment
vendues et celles utilisées pour leur consommation int",a_verifier
4406,Article 295,Code Général des Impôts 2026,"Article 295.- Taux de la taxe
Le taux de la taxe est fixé à 0,15 dirham par kilogramme de ciment.
Chapitre III
Obligations",a_verifier
4407,Article 296,Code Général des Impôts 2026,"Article 296.- Obligations de déclaration et de versement
Les entreprises de production du ciment sont tenues de souscrire
spontanément, auprès de l’administration fiscale, par procédé
électronique, une déclaration selon ",a_verifier
4408,Article 297,Code Général des Impôts 2026,"Article 297.- Recouvrement, contrôle, contentieux, sanctions et
prescription
Les dispositions relatives au recouvrement, au contrôle, au contentieux,
aux sanctions et à la prescription, prévues dans le présent code,
s’ap",a_verifier
4409,Article 298,Code Général des Impôts 2026,"Article 298.- Personnes imposables
Il est institué une contribution sociale de solidarité sur les bénéfices mise
à la charge des personnes qui versent des gains de jeux de hasard.
Chapitre II
Liquidation et taux",a_verifier
4410,Article 299,Code Général des Impôts 2026,"Article 299.- Liquidation
La contribution précitée est calculée sur la base du même montant du
bénéfice net servant pour le calcul de l’impôt sur les sociétés ou l’impôt
sur le revenu selon le régime du résultat net réel",a_verifier
4411,Article 300,Code Général des Impôts 2026,"Article 300.- Taux
La contribution précitée est calculée selon le taux de 2%.
Chapitre III
Obligations",a_verifier
4412,Article 301,Code Général des Impôts 2026,"Article 301.- Obligations de déclaration
Les personnes visées à l’article 298 ci-dessus doivent souscrire une
déclaration, par procédé électronique, selon un modèle établi par
l’administration, précisant le montant du bé",a_verifier
4413,Article 302,Code Général des Impôts 2026,"Article 302.- Obligations de versement
Les personnes visées à l’article 298 ci-dessus doivent verser
spontanément le montant de la contribution, en même temps que la
souscription de la déclaration visée à l’article 301 c",a_verifier
4414,Article 303,Code Général des Impôts 2026,"Article 303.- Recouvrement, contrôle, contentieux, sanctions et
prescription
Les dispositions relatives au recouvrement, au contrôle, au contentieux,
aux sanctions et à la prescription, prévues dans le présent code, en
m",a_verifier
4415,Article 7 bis,Code Général des Impôts 2026,"Article 7 bis
Exonérations en faveur du logement social
Sont exonérés de la taxe spéciale sur le ciment et des droits d’inscription
sur les titres fonciers, les promoteurs immobiliers, personnes physiques
ou morales, sou",a_verifier
4416,Article 6 bis,Code Général des Impôts 2026,"Article 6 bis
Sont abrogées à compter du 1er janvier 2018 les dispositions de l’article
19 de la loi de finances n°48-03 pour l’année budgétaire 2004 promulguée
par le dahir n° 1-03-308 du 7 Kaada 1424 (31 décembre 2003)",a_verifier
4417,Article 16 bis,Code Général des Impôts 2026,"Article 16 bis
Les personnes physiques et morales bénéficiant de l’exonération au titre
des opérations de construction des mosquées prévues à l’article 92 (I-
43°) du Code Général des Impôts, doivent adresser au service ",a_verifier
4418,Article 16 ter,Code Général des Impôts 2026,"Article 16 ter
I- Matériels et matériaux importés pour usage exclusivement
agricole destinés à l’irrigation
L’exonération à l’importation des matériels et matériaux destinés à
l’irrigation, prévue à l’article 123-15° du ",a_verifier
4419,Article 16 quater,Code Général des Impôts 2026,"Article 16 quater
Pour bénéficier de l’exonération prévue par les dispositions de l'article 92-
I-54° du code général des impôts au titre de leurs achats de produits et
matières entrant dans la fabrication des panneaux p",a_verifier
4420,Article 16 quinquies,Code Général des Impôts 2026,"Article 16 quinquies
Pour bénéficier de l’exonération de la taxe sur la valeur ajoutée à
l'importation des matières fertilisantes et supports de culture, tels que
définis par la loi n° 53-18 relative aux matières fertili",a_verifier
